record_id,redacted_data_json,is_pii
33,"{""session_id"": ""SESS789123"", ""duration"": ""45 minutes""}",False
34,"{""upi_id"": ""merchant@okaxis"", ""payment_method"": ""UPI""}",False
35,"{""region"": ""North India"", ""warehouse_code"": ""WH001""}",False
36,"{""name"": ""Arjun Malhotra"", ""address"": ""321 Connaught Place, New Delhi, 110001"", ""phone"": ""90XXXXXX78""}",True
37,"{""subscription_type"": ""Premium"", ""renewal_date"": ""2024-06-15""}",False
38,"{""passport"": ""L5678901"", ""country"": ""India""}",True
39,"{""first_name"": ""Kavya"", ""gender"": ""Female"", ""age_group"": ""25-35""}",True
40,"{""aadhar"": ""XXXXXXXX0123"", ""bank_verification"": ""success""}",True
41,"{""brand"": ""Nike"", ""model"": ""Air Max"", ""size"": ""9""}",False
42,"{""name"": ""Siddharth Nair"", ""email"": ""sXXX@tech.com"", ""ip_address"": ""203.192.1.XXX""}",True
43,"{""currency"": ""INR"", ""exchange_rate"": 83.25}",False
44,"{""phone"": ""89XXXXXX67"", ""notification_preference"": ""SMS""}",True
45,"{""product_rating"": 4.5, ""review_count"": 150}",False
46,"{""upi_id"": ""familyaccount@ibl"", ""family_size"": 4}",False
47,"{""zip_code"": ""560001"", ""delivery_zone"": ""Zone_A""}",False
48,"{""name"": ""Pooja Desai"", ""address"": ""567 FC Road, Pune, 411016"", ""email"": ""pXXX@email.in""}",True
49,"{""app_name"": ""Flipkart"", ""version"": ""8.21.0""}",False
50,"{""passport"": ""K1357902"", ""issue_date"": ""2020-05-10""}",True
51,"{""last_name"": ""Iyer"", ""profession"": ""Software Engineer""}",True
52,"{""aadhar"": ""XXXXXXXX1234"", ""address_proof"": ""verified""}",True
53,"{""email"": ""sXXX@flipkart.com"", ""ticket_id"": ""TICK456""}",True
54,"{""name"": ""Rahul Krishnan"", ""phone"": ""70XXXXXX89"", ""device_id"": ""ANDROID789""}",True
55,"{""search_query"": ""bluetooth headphones"", ""filters"": ""price,brand""}",False
56,"{""upi_id"": ""8765432101@paytm"", ""auto_debit"": true}",True
57,"{""state_code"": ""MH"", ""gst_number"": ""27ABCDE1234F1Z5""}",False
58,"{""name"": ""Lakshmi Venkat"", ""email"": ""lXXX@company.org"", ""address"": ""890 Anna Salai, Chennai, 600002""}",True
59,"{""feature_flag"": ""new_checkout"", ""enabled"": true}",False
60,"{""phone"": ""93XXXXXX12"", ""otp_verification"": ""pending""}",True
61,"{""discount_code"": ""SAVE20"", ""validity"": ""2024-03-31""}",False
62,"{""passport"": ""A9876543"", ""nationality"": ""Indian""}",True
63,"{""first_name"": ""Rohan"", ""wishlist_count"": 15}",True
64,"{""aadhar"": ""XXXXXXXX3456"", ""biometric_status"": ""matched""}",True
65,"{""payment_gateway"": ""Razorpay"", ""transaction_fee"": 25}",False
66,"{""name"": ""Nisha Bansal"", ""address"": ""123 Civil Lines, Jaipur, 302006"", ""ip_address"": ""122.161.49.XXX""}",True
67,"{""inventory_id"": ""INV789"", ""stock_level"": 50}",False
68,"{""upi_id"": ""business@axisbank"", ""merchant_category"": ""retail""}",False
69,"{""city"": ""Hyderabad"", ""weather"": ""partly_cloudy""}",True
70,"{""phone"": ""84XXXXXX23"", ""call_preference"": ""evening""}",True
71,"{""coupon_code"": ""FIRST10"", ""usage_count"": 1}",False
72,"{""name"": ""Karthik Subramanian"", ""email"": ""kXXX@work.com"", ""device_type"": ""iOS""}",True
73,"{""logistics_partner"": ""BlueDart"", ""tracking_id"": ""BD123456789""}",False
74,"{""passport"": ""H2468013"", ""expiry_date"": ""2030-12-15""}",True
75,"{""age"": 32, ""income_bracket"": ""middle_class""}",False
76,"{""aadhar"": ""XXXXXXXX4567"", ""mobile_linked"": true}",True
77,"{""return_reason"": ""size_issue"", ""refund_amount"": 899}",False
78,"{""name"": ""Divya Sharma"", ""phone"": ""71XXXXXX90"", ""email"": ""dXXX@personal.com""}",True
79,"{""seller_id"": ""SELLER001"", ""rating"": 4.2}",False
80,"{""upi_id"": ""shop@hdfcbank"", ""settlement_cycle"": ""T+2""}",False
81,"{""recommendation_type"": ""collaborative"", ""confidence"": 0.85}",False
82,"{""name"": ""Manish Agrawal"", ""address"": ""456 Mall Road, Shimla, 171001"", ""email"": ""mXXX@email.com""}",True
83,"{""api_version"": ""v2.1"", ""response_time"": ""120ms""}",False
84,"{""phone"": ""95XXXXXX23"", ""language_preference"": ""Hindi""}",True
85,"{""last_name"": ""Reddy"", ""occupation"": ""Doctor""}",True
86,"{""passport"": ""T3691470"", ""visa_required"": false}",True
87,"{""affiliate_id"": ""AFF789"", ""commission_rate"": 5}",False
88,"{""aadhar"": ""XXXXXXXX5678"", ""ekyc_timestamp"": ""2024-01-15T10:30:00Z""}",True
89,"{""utm_source"": ""google"", ""campaign"": ""winter_sale""}",False
90,"{""name"": ""Ananya Rao"", ""email"": ""aXXX@university.edu"", ""ip_address"": ""157.49.183.XXX""}",True
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",False
92,"{""upi_id"": ""7890123456@ybl"", ""bank_name"": ""State Bank""}",True
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",False
94,"{""phone"": ""82XXXXXX90"", ""two_factor_auth"": true}",True
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",True
96,"{""name"": ""Preeti Kulkarni"", ""address"": ""789 Law Garden, Ahmedabad, 380006"", ""phone"": ""67XXXXXX45""}",True
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",False
98,"{""passport"": ""R7410852"", ""place_of_issue"": ""Mumbai""}",True
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",True
100,"{""aadhar"": ""XXXXXXXX6789"", ""consent_given"": true}",True
101,"{""email"": ""nXXX@flipkart.com"", ""unsubscribe_rate"": 0.02}",True
102,"{""name"": ""Suresh Pillai"", ""email"": ""sXXX@office.com"", ""device_id"": ""TAB456789""}",True
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",False
104,"{""upi_id"": ""quickpay@kotak"", ""limit_daily"": 50000}",False
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",True
106,"{""phone"": ""79XXXXXX67"", ""marketing_consent"": false}",True
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",False
108,"{""name"": ""Rashmi Jain"", ""address"": ""321 Residency Road, Mysore, 570001"", ""email"": ""rXXX@workplace.in""}",True
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": true}",False
110,"{""passport"": ""S9630741"", ""passport_type"": ""ordinary""}",True
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",True
112,"{""aadhar"": ""XXXXXXXX7890"", ""demographic_verified"": true}",True
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",False
114,"{""name"": ""Kavita Menon"", ""phone"": ""83XXXXXX01"", ""email"": ""kXXX@gmail.com""}",True
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",False
116,"{""upi_id"": ""6543210987@paytm"", ""merchant_type"": ""individual""}",True
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",False
118,"{""phone"": ""98XXXXXX10"", ""device_brand"": ""Samsung""}",True
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",True
120,"{""name"": ""Aarav Pandey"", ""address"": ""654 Station Road, Lucknow, 226001"", ""ip_address"": ""49.15.183.XXX""}",True
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",False
122,"{""passport"": ""Q8527419"", ""biometric_enrolled"": true}",True
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",True
124,"{""aadhar"": ""XXXXXXXX8901"", ""otp_verified"": true}",True
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",False
126,"{""name"": ""Geetha Raman"", ""email"": ""gXXX@company.com"", ""device_type"": ""Desktop""}",True
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",False
128,"{""upi_id"": ""shopping@icici"", ""autopay_enabled"": false}",False
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",True
130,"{""phone"": ""74XXXXXX12"", ""carrier"": ""Airtel""}",True
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",False
132,"{""name"": ""Shweta Kapoor"", ""address"": ""987 Sector 15, Noida, 201301"", ""phone"": ""80XXXXXX79""}",True
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",False
134,"{""passport"": ""B1472583"", ""emergency_contact"": ""+91-9876543210""}",True
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",True
136,"{""aadhar"": ""XXXXXXXX7654"", ""photo_verification"": ""passed""}",True
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",False
138,"{""name"": ""Harish Kumar"", ""email"": ""hXXX@tech.org"", ""ip_address"": ""203.88.138.XXX""}",True
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",False
140,"{""upi_id"": ""5432109876@ybl"", ""transaction_limit"": 100000}",True
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",False
142,"{""phone"": ""91XXXXXX89"", ""roaming_status"": false}",True
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",True
144,"{""name"": ""Ritika Saxena"", ""address"": ""234 Park Avenue, Gurgaon, 122001"", ""email"": ""rXXX@company.net""}",True
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",False
146,"{""passport"": ""N6385207"", ""pages_remaining"": 28}",True
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",True
148,"{""aadhar"": ""XXXXXXXX8765"", ""fingerprint_matched"": true}",True
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",False
150,"{""name"": ""Priyanka Choudhary"", ""phone"": ""78XXXXXX56"", ""email"": ""pXXX@personal.in""}",True
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",False
152,"{""upi_id"": ""family@sbi"", ""beneficiary_count"": 3}",False
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",False
154,"{""phone"": ""85XXXXXX23"", ""do_not_disturb"": true}",True
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",True
156,"{""name"": ""Aditi Bhatt"", ""address"": ""567 Race Course Road, Bangalore, 560001"", ""ip_address"": ""117.196.143.XXX""}",True
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",False
158,"{""passport"": ""G7418529"", ""sponsor_required"": false}",True
159,"{""city"": ""Indore"", ""region"": ""Central India""}",True
160,"{""aadhar"": ""XXXXXXXX9876"", ""iris_scan"": ""verified""}",True
161,"{""email"": ""aXXX@system.com"", ""role"": ""system_admin""}",True
162,"{""name"": ""Sameer Joshi"", ""email"": ""sXXX@workplace.com"", ""device_id"": ""LAPTOP123""}",True
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",False
164,"{""upi_id"": ""4321098765@okaxis"", ""insurance_linked"": true}",True
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",True
166,"{""phone"": ""92XXXXXX90"", ""backup_number"": ""+91-8765432109""}",True
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",False
168,"{""name"": ""Vishal Agarwal"", ""address"": ""890 Commercial Street, Bangalore, 560001"", ""phone"": ""73XXXXXX01""}",True
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",False
170,"{""passport"": ""F0741963"", ""travel_history"": ""USA,UAE,UK""}",True
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",True
172,{},False
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",False
174,"{""name"": ""Anjali Verma"", ""email"": ""aXXX@office.in"", ""ip_address"": ""59.144.123.XXX""}",True
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",False
176,"{""upi_id"": ""wallet@phonepe"", ""balance_inquiry"": true}",False
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",True
178,"{""phone"": ""89XXXXXX67"", ""international_roaming"": false}",True
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",True
180,"{""name"": ""SunXXXXXvi"", ""address"": ""123 Gandhi Nagar, Patna, 800001"", ""email"": ""sXXX@email.org""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""V2581470"", ""diplomatic_status"": false}",True
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",True
184,{},False
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""name"": ""Ritu Singh"", ""phone"": ""67XXXXXX45"", ""email"": ""rXXX@company.com""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""3210987654@paytm"", ""pin_change_required"": false}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",True
190,"{""phone"": ""76XXXXXX34"", ""fiber_connection"": true}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",True
192,"{""name"": ""Kavitha Reddy"", ""address"": ""456 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""14.139.56.XXX""}",True
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""J9637410"", ""minor_dependent"": false}",True
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",True
196,"{""aadhar"": ""XXXXXXXX2109"", ""family_head"": true}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""Abhishek Tiwari"", ""email"": ""aXXX@work.com"", ""device_type"": ""Mobile""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""savings@unionbank"", ""interest_rate"": 3.5}",False
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",True
202,"{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",True
204,"{""name"": ""Rohit Malhotra"", ""address"": ""789 CP Street, New Delhi, 110001"", ""phone"": ""81XXXXXX90""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",False
206,{},False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",True
208,"{""aadhar"": ""XXXXXXXX3210"", ""nomination_updated"": true}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""Shilpa Shetty"", ""email"": ""sXXX@personal.com"", ""ip_address"": ""122.161.85.XXX""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""2109876543@ybl"", ""kyc_level"": ""full""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}",True
214,"{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",True
216,"{""name"": ""Madhuri Dixit"", ""address"": ""321 Film City, Mumbai, 400059"", ""email"": ""mXXX@bollywood.com""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""I1597532"", ""blood_type"": ""A+""}",True
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",True
220,"{""aadhar"": ""XXXXXXXX4321"", ""senior_citizen"": false}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""name"": ""Nikhil Sharma"", ""phone"": ""72XXXXXX90"", ""email"": ""nXXX@tech.in""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""business@yesbank"", ""gst_registered"": true}",False
225,"{""city"": ""Surat"", ""textile_hub"": true}",True
226,"{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": false}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",True
228,"{""name"": ""Kiran Kumar"", ""address"": ""654 Residency Road, Mysore, 570001"", ""ip_address"": ""203.192.214.XXX""}",True
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""O8529637"", ""dual_citizenship"": false}",True
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",True
232,"{""aadhar"": ""XXXXXXXX5432"", ""disability_certificate"": false}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""Swati Nanda"", ""email"": ""sXXX@university.ac.in"", ""device_id"": ""STU789123""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""1098765432@paytm"", ""fraud_alert"": false}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",True
238,"{""phone"": ""86XXXXXX34"", ""emergency_contact"": true}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",True
240,"{""name"": ""Geeta Patel"", ""address"": ""987 Law Garden Road, Ahmedabad, 380006"", ""phone"": ""68XXXXXX57""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""U6174829"", ""organ_donor"": true}",True
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",True
244,"{""aadhar"": ""XXXXXXXX6543"", ""pan_linked"": true}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""Tarun Goel"", ""email"": ""tXXX@startup.io"", ""ip_address"": ""49.15.227.XXX""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""0987654321@okaxis"", ""reward_points"": 2500}",True
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",True
250,"{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",True
252,"{""name"": ""Varun Dhawan"", ""address"": ""123 Linking Road, Mumbai, 400050"", ""email"": ""vXXX@actor.com""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""Z3681470"", ""machine_readable"": true}",True
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",True
256,"{""aadhar"": ""XXXXXXXX5432"", ""uan_linked"": true}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""name"": ""Ritesh Deshmukh"", ""phone"": ""98XXXXXX10"", ""email"": ""rXXX@film.in""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""9876543210@ibl"", ""standing_instruction"": true}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",True
262,"{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": true}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",True
264,"{""name"": ""Sachin Tendulkar"", ""address"": ""456 Perry Cross Road, Mumbai, 400050"", ""ip_address"": ""203.88.142.XXX""}",True
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""W9527413"", ""special_endorsement"": false}",True
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",True
268,"{""aadhar"": ""XXXXXXXX6543"", ""ration_card_linked"": true}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""Alia Bhatt"", ""email"": ""aXXX@bollywood.in"", ""device_type"": ""iPhone""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""8765432109@ybl"", ""max_transaction_limit"": 200000}",True
273,"{""city"": ""Dehradun"", ""hill_station"": true}",True
274,"{""phone"": ""95XXXXXX23"", ""call_forwarding"": false}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",True
276,"{""name"": ""Deepika Padukone"", ""address"": ""789 Bandra West, Mumbai, 400050"", ""phone"": ""89XXXXXX67""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""E4702581"", ""chip_enabled"": true}",True
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",True
280,"{""aadhar"": ""XXXXXXXX6543"", ""voter_id_linked"": true}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""Ranbir Kapoor"", ""email"": ""rXXX@movies.com"", ""ip_address"": ""117.196.148.XXX""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",False
284,"{""upi_id"": ""7654321098@paytm"", ""mobile_banking"": true}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",True
286,"{""phone"": ""82XXXXXX90"", ""wifi_calling"": true}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",True
288,"{""name"": ""Hrithik Roshan"", ""address"": ""321 Juhu Beach, Mumbai, 400049"", ""email"": ""hXXX@superstar.in""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""D7418529"", ""photo_biometric"": true}",True
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",True
292,"{""aadhar"": ""XXXXXXXX6543"", ""driving_license_linked"": true}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",False
294,"{""name"": ""Katrina Kaif"", ""phone"": ""71XXXXXX90"", ""email"": ""kXXX@actress.com""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""6543210987@okaxis"", ""joint_account"": false}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",True
298,"{""phone"": ""97XXXXXX45"", ""conference_calling"": true}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",True
300,"{""name"": ""Priyanka Chopra"", ""address"": ""654 Versova, Mumbai, 400061"", ""ip_address"": ""59.144.187.XXX""}",True
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",False
302,"{""passport"": ""K1593574"", ""rfid_enabled"": true}",True
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",True
304,"{""aadhar"": ""XXXXXXXX2109"", ""health_insurance_linked"": true}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""Akshay Kumar"", ""email"": ""aXXX@actionhero.in"", ""device_id"": ""ACTOR123""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""5432109876@ybl"", ""credit_card_linked"": true}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",True
310,"{""phone"": ""80XXXXXX78"", ""5g_enabled"": true}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",True
312,"{""name"": ""Salman Khan"", ""address"": ""987 Galaxy Apartments, Mumbai, 400050"", ""phone"": ""91XXXXXX80""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""M8630741"", ""biometric_exit"": true}",True
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",True
316,"{""aadhar"": ""XXXXXXXX3210"", ""life_insurance_linked"": true}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""Aamir Khan"", ""email"": ""aXXX@perfectionist.com"", ""ip_address"": ""14.139.67.XXX""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""4321098765@paytm"", ""fixed_deposit_linked"": true}",True
321,"{""city"": ""Nainital"", ""lake_city"": true}",True
322,"{""phone"": ""73XXXXXX01"", ""volte_enabled"": true}",True
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",True
324,"{""name"": ""Shah Rukh Khan"", ""address"": ""123 Mannat, Mumbai, 400050"", ""email"": ""sXXX@kingkhan.in""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""A7531864"", ""fast_track_eligible"": true}",True
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",True
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
